"TID_NEW_QUEST_IN","Next Quest in:","Nouvelle quête :","Nächste Quest in:","Próxima misión dentro de:","Nuova missione tra:","Volgende opdracht over:","Sıradaki göreve:","次のクエストまで：","다음 퀘스트까지:","До след. квеста:","المهمة التالية بعد:","Próxima missão em:","任务刷新倒计时：","任務刷新倒數：","Tugas Berikutnya dalam:","เควสต์ถัดไปใน:","Uudet tehtävät:"
"TID_QUEST_SPECIAL_BUST_WOOD_BOXES","Break <COUNT> special wooden boxes","Cassez <COUNT> caisses en bois spéciales.","Zerbrich <COUNT> besondere Holzkisten.","Rompe <COUNT> cajas de madera especiales.","Rompi <COUNT> casse di legno speciali.","Breek <COUNT> speciale houten dozen.","<COUNT> özel tahta sandık aç.","<COUNT>個の特別な木箱を破壊する","특별 목재 상자 <COUNT>개 부수기","Открой особые деревянные ящики (<COUNT>).","اكسر <COUNT> من الصناديق الخشبية الخاصة","Quebre <COUNT> caixas de madeira especiais.","打破<COUNT>个特殊木质宝箱","打破<COUNT>個特殊木質寶箱","Hancurkan <COUNT> kotak kayu spesial","พังกล่องไม้พิเศษ <COUNT> กล่อง","Hajota <COUNT> puista erikoislaatikkoa."
"TID_QUEST_SPECIAL_BUST_ICE_SPIRITS","Catch <COUNT> hidden Ice Spirits","Attrapez <COUNT> esprits de glace cachés.","Fange <COUNT> verborgene Eisgeister ein.","Atrapa a <COUNT> espíritus de hielo escondidos.","Cattura <COUNT> spiriti del ghiaccio nascosti.","Vang <COUNT> verborgen ijsgeesten.","<COUNT> saklanan buz ruhu yakala.","<COUNT>体の隠れたアイススピリットを捕まえる","숨어있는 아이스 스피릿 <COUNT>명 잡기","Найди и победи ледяных духов (<COUNT>).","اكشف عن <COUNT> من أرواح الجليد المختبئة","Capture <COUNT> Espíritos de Gelo.","找到<COUNT>个藏起来的冰雪精灵","抓到<COUNT>個躲起來的冰雪精靈","Tangkap <COUNT> Roh Es tersembunyi","จับวิญญาณน้ำแข็งที่ซ่อนอยู่ <COUNT> ดวง","Nappaa <COUNT> piilotettua jäähenkeä."
"TID_QUEST_SPECIAL_BUST_SKELETONS","Bust <COUNT> Skeletons","Butez <COUNT> squelettes.","Buste <COUNT> Skelette.","Pilla a <COUNT> esqueletos.","Annienta <COUNT> scheletri.","Versla <COUNT> skeletten.","<COUNT> iskelet yok et.","<COUNT>体のスケルトンを倒す","해골 <COUNT>명 처치","Победи скелетов (<COUNT>).","قم بإقصاء <COUNT> من الهياكل العظمية","Derrote <COUNT> Esqueletos.","击倒<COUNT>个骷髅兵","擊倒<COUNT>個骷髏兵","Tumbangkan <COUNT> Jerangkong","ปราบโครงกระดูก<COUNT> ตัว","Jyrää <COUNT> luurankoa."
"TID_QUEST_SPECIAL_OPEN_CHESTS","Open <COUNT> Chests","Ouvrez <COUNT> coffres","Öffne <COUNT> Truhen.","Abre <COUNT> cofres.","Apri <COUNT> bauli.","Open <COUNT> kisten.","<COUNT> sandık aç.","<COUNT>個の宝箱を開ける","상자 <COUNT>개 열기","Открой сундуки (<COUNT>).","افتح <COUNT> من الصناديق","Abra <COUNT> baús.","打开<COUNT>个宝箱","打開<COUNT>個寶箱","Buka <COUNT> Peti","เปิดหีบ <COUNT> ใบ","Avaa <COUNT> arkkua."
"TID_QUEST_OPEN_CHEST","Open Chests","Ouvrir des coffres","Truhen öffnen","Abre cofres","Apriamoli tutti!","Open kisten","Sandık Aç","宝箱オープン","상자 열기","Открой сундуки","فتح الصناديق","Abra baús","打开宝箱","開啟寶箱","Buka Peti","เปิดหีบ","Avaa arkkuja"
"TID_QUEST_OPEN_CHEST_DESC","Open <COUNT> Chests","Ouvrez <COUNT> coffres","Öffne <COUNT> Truhen.","Abre <COUNT> cofres.","Apri <COUNT> bauli.","Open <COUNT> kisten.","<COUNT> sandık aç.","<COUNT>個の宝箱を開ける","상자 <COUNT>개 열기","Открой сундуки (<COUNT>).","افتح <COUNT> من الصناديق","Abra <COUNT> baús.","打开<COUNT>个宝箱。","打開<COUNT>個寶箱","Buka <COUNT> Peti","เปิดหีบ <COUNT> ใบ","Avaa <COUNT> arkkua."
"TID_QUEST_BUST_MONSTERS","Bust Monsters","Buter des monstres","Monster busten","Pillamonstruos","Stagione di caccia","Versla monsters","Canavar Yok Et","モンスター退治","몬스터 처치","Победи монстров","إقصاء الوحوش","Derrote monstros","击倒怪物","擊倒怪物","Tumbangkan Monster","ปราบมอนสเตอร์","Jyrää monstereita"
"TID_QUEST_BUST_MONSTERS_DESC","Bust <COUNT> Monsters","Butez <COUNT> monstres.","Buste <COUNT> Monster.","Pilla a <COUNT> monstruos.","Annienta <COUNT> mostri.","Versla <COUNT> monsters.","<COUNT> canavar yok et.","<COUNT>体のモンスターを倒す","몬스터 <COUNT>명 처치","Победи монстров (<COUNT>).","قم بإقصاء <COUNT> من الوحوش","Derrote <COUNT> monstros.","击倒<COUNT>个怪物。","擊倒<COUNT>個怪物","Tumbangkan <COUNT> Monster","ปราบมอนสเตอร์ <COUNT> ตัว","Jyrää <COUNT> monsteria."
"TID_QUEST_CHOP_TREES","Greg’s Trees","Bûcheron","Gregs Bäume","Los árboles de Greg","Un lavoro da boscaioli","Gregs bomen","Greg'in Ağaçları","グレッグの木","그렉의 나무","Деревья Грега","أشجار غريغ","Greg lenhador","伐木工格雷格","格雷格的樹林","Pohon Greg","ต้นไม้ของเกร็ก","Gregin puut"
"TID_QUEST_CHOP_TREES_DESC","Chop down <COUNT> Trees with Greg","Coupez <COUNT> arbres avec Greg.","Fälle <COUNT> Bäume mit Greg.","Tala <COUNT> árboles con Greg.","Abbatti <COUNT> alberi con Greg.","Hak <COUNT> bomen om met Greg.","Greg ile <COUNT> ağaç kes.","グレッグを使って木を<COUNT>本切る","그렉으로 <COUNT>그루의 나무 베기","Сруби деревья (<COUNT>) с помощью Грега.","قطع <COUNT> من الأشجار بالاستعانة بغريغ","Corte <COUNT> árvores com o Greg.","使用格雷格砍倒<COUNT>棵树。","使用格雷格砍倒<COUNT>棵樹","Tebang <COUNT> Pohon dengan Greg","ตัดต้นไม้ <COUNT> ต้นโดยใช้เกร็ก","Kaada <COUNT> puuta Gregillä."
"TID_QUEST_BUST_SQUAD_UNITS","Bust Squad Units","Buter des unités","Squadeinheiten busten","Pillaunidades","Nessuno è al sicuro","Versla squadeenheden","Takım Birimlerini Yok Et","敵ユニット退治","스쿼드 유닛 처치","Победи воинов","إقصاء وحدات الفرقة","Derrote inimigos","击倒小队单位","擊倒敵方角色","Tumbangkan Unit Skuad","หน่วยปราบก๊วน","Jyrää ryhmien yksiköitä"
"TID_QUEST_BUST_SQUAD_UNITS_DESC","Bust <COUNT> enemy Squad units","Butez <COUNT> unités ennemies.","Buste <COUNT> gegnerische Squadeinheiten.","Pilla a <COUNT> unidades de escuadrones enemigos.","Annienta <COUNT> membri delle squadre nemiche.","Versla <COUNT> vijandelijke squadeenheden.","Düşman takımlardan <COUNT> birimi yok et.","敵のスクワッドのユニットを<COUNT>体倒す","<COUNT>명의 적 스쿼드 유닛 처치","Победи воинов (<COUNT>) из отрядов противника.","قم بإقصاء <COUNT> من وحدات فرق الأعداء","Derrote <COUNT> membros do esquadrão inimigo.","击倒<COUNT>个敌方小队单位。","擊倒<COUNT>個敵方突擊隊角色。","Tumbangkan <COUNT> unit Skuad lawan","ปราบหน่วยในก๊วนศัตรู\n<COUNT> หน่วย","Jyrää <COUNT> vihollisryhmien yksikköä."
"TID_QUEST_COLLECT_COINS","Collect Coins","Récupérer des pièces","Münzen sammeln","Coleccionista de monedas","Avidità","Verzamel munten","Altın Topla","コイン回収","코인 수집","Собери монеты","جمع النقود","Colete moedas","收集金币","收集金幣","Kumpulkan Koin","เก็บเหรียญ","Kerää kolikoita"
"TID_QUEST_COLLECT_COINS_DESC","Pick up <COUNT> Coins","Récupérez <COUNT> pièces.","Sammle <COUNT> Münzen.","Reúne <COUNT> monedas.","Raccogli <COUNT> monete.","Verzamel <COUNT> munten.","<COUNT> altın topla.","コインを<COUNT>枚拾う","코인 <COUNT>개 줍기","Подбери монеты (<COUNT>).","اجمع <COUNT> من النقود","Colete <COUNT> moedas.","收集<COUNT>金币。","收集<COUNT>金幣","Ambil <COUNT> Koin","เก็บเหรียญ <COUNT> เหรียญ","Kerää <COUNT> kolikkoa."
"TID_QUEST_COLLECT_GEMS","Collect Gems","Récupérer des gemmes","Juwelen sammeln","Coleccionista de gemas","Il gioielliere","Verzamel edelstenen","Taş Topla","エメラルド収集","보석 수집","Собери кристаллы","جمع الجواهر","Colete gemas","收集宝石","收集寶石","Kumpulkan Permata","เก็บอัญมณี","Kerää jalokiviä"
"TID_QUEST_COLLECT_GEMS_DESC","Pick up <COUNT> Gems","Récupérez <COUNT> gemmes.","Sammle <COUNT> Juwelen ein.","Reúne <COUNT> gemas.","Raccogli <COUNT> gemme.","Verzamel <COUNT> edelstenen.","<COUNT> taş topla.","エメラルドを<COUNT>個拾う","보석 <COUNT>개 줍기","Подбери кристаллы (<COUNT>).","اجمع <COUNT> من الجواهر","Colete <COUNT> gemas.","收集<COUNT>宝石。","收集<COUNT>寶石","Ambil <COUNT> Permata","เก็บอัญมณี <COUNT> เม็ด","Kerää <COUNT> jalokiveä."
"TID_QUEST_BUST_SQUADS","Bust Squads","Buter des squads","Squads busten","Pillaescuadrones","L'annientasquadre","Versla squads","Takım Yok Et","スクワッド退治","스쿼드 처치","Победи отряды","إقصاء الفرق","Derrote esquadrões","击倒小队","擊倒突擊隊","Tumbangkan Skuad","ปราบก๊วน","Jyrää ryhmiä"
"TID_QUEST_BUST_SQUADS_DESC","Bust <COUNT> enemy Squads","Butez <COUNT> squads ennemies.","Buste <COUNT> gegnerische Squads.","Pilla a <COUNT> escuadrones enemigos.","Annienta <COUNT> squadre nemiche.","Versla <COUNT> vijandelijke squads.","<COUNT> düşman takımı yok et.","敵のスクワッドを<COUNT>隊倒す","적 스쿼드 <COUNT>명 처치","Победи вражеские отряды (<COUNT>).","قم بإقصاء <COUNT> من فرق الأعداء","Derrote <COUNT> esquadrões inimigos.","淘汰<COUNT>支敌方小队。","擊倒<COUNT>支敵方突擊隊","Tumbangkan <COUNT> Skuad lawan","ปราบก๊วนศัตรู <COUNT> ก๊วน","Jyrää <COUNT> vihollisryhmää."
"TID_QUEST_BUST_BOSS_MONSTERS","Bust Boss Monsters","Buter des boss","Bossmonster busten","Pilla jefes monstruo","Qui comando io!","Versla baasmonsters","Boss Canavar Yok Et","ボスモンスター退治","보스 몬스터 처치","Победи монстров-боссов","إقصاء الوحوش النهائية","Derrote monstros chefões","击倒怪物首领","擊倒怪物Boss","Tumbangkan Monster Bos","ปราบมอนสเตอร์ระดับบอส","Jyrää pomomonstereita"
"TID_QUEST_BUST_BOSS_MONSTERS_DESC","Bust <COUNT> Boss Monsters","Butez <COUNT> boss.","Buste <COUNT> Bossmonster.","Pilla a <COUNT> jefes monstruo.","Annienta <COUNT> boss mostruosi.","Versla <COUNT> baasmonsters.","<COUNT> boss canavar yok et.","ボスモンスターを<COUNT>体倒す","보스 몬스터 <COUNT>명 처치","Победи монстров-боссов (<COUNT>).","قم بإقصاء <COUNT> من الوحوش النهائية","Derrote <COUNT> monstros chefões.","击倒<COUNT>个怪物首领。","擊倒<COUNT>個怪物Boss","Tumbangkan <COUNT> Monster Bos","ปราบมอนสเตอร์ระดับบอส <COUNT> ตัว","Jyrää <COUNT> pomomonsteria."
"TID_QUEST_REVEAL_GRASS_LOOT_STASHES","Hidden Loot","Butin caché","Versteckte Beute","Botín escondido","Bottini nascosti","Verborgen buit","Gizli Ödül","見えざる戦利品","숨겨진 전리품","Тайники с добычей","غنيمة مخفية","Recursos ocultos","隐藏战利品","隱藏戰利品","Rampasan Tersembunyi","ของปล้นซ่อนเร้น","Kätketty saalis"
"TID_QUEST_REVEAL_GRASS_LOOT_STASHES_DESC","Find <COUNT> loot spots hidden in grass","Trouvez <COUNT> butins cachés dans les hautes herbes.","Finde <COUNT> im Gras versteckte Beutestellen.","Encuentra <COUNT> botines escondidos en la hierba.","Trova <COUNT> bottini nascosti nell'erba.","Vind <COUNT> buitlocaties verborgen in gras.","Çimlere gizlenmiş <COUNT> ödül zulası bul.","草の中に隠された戦利品を<COUNT>回見つける","수풀 속에 숨겨진 전리품 <COUNT>개 찾기","Найди в траве тайники с добычей (<COUNT>).","اكتشف <COUNT> من أماكن الغنائم المخفية في العشب","Encontre <COUNT> recursos ocultos na grama.","在草丛中发现<COUNT>个隐藏的战利品。","在草叢中發現<COUNT>個隱藏戰利品","Temukan <COUNT> titik rampasan yang tersembunyi di antara rumput","ค้นหาของปล้นที่ซ่อนใน\nพงหญ้าเจอ <COUNT> จุด","Löydä <COUNT> kätkettyä saalispaikkaa ruohikosta."
"TID_QUEST_FINISH_TOP_1_SOLO","Solo 1st Place","1re place en solo","Solo: 1. Platz","1.º en Solitario","Non mi batte nessuno!","1ste plaats in solomodus","Tek Modda 1. Sıra","ソロで1位","솔로 1위","1-е место в одиночном режиме","المركز الأول الفردي","1º lugar solitário","单人模式第1名","單人模式第1名","Peringkat 1 Solo","เล่นเดี่ยวอันดับที่ 1","1. sija yksinpelissä"
"TID_QUEST_FINISH_TOP_1_SOLO_DESC","Finish 1st place in Solo mode","Arrivez à la 1re place en solo.","Erreiche den 1. Platz im Solomodus.","Termina entre los tres primeros puestos en el modo Solitario.","Raggiungi il primo posto in una battaglia in singolo.","Eindig als 1ste in de solomodus.","Tek modda 1. sırada bitir.","ソロモードを1位でフィニッシュする","솔로 모드 1위로 마무리","Займи 1-е место в одиночном режиме.","حقق المركز الأول في الوضع الفردي","Termine em 1º lugar no modo solitário.","在单人模式对战中获得第1名。","在單人模式對戰中獲得第1名","Capai peringkat 1 di mode Solo","ได้อันดับที่ 1 ในโหมดเล่นคนเดียว","Sijoitu 1. sijalle yksinpelitilassa."
"TID_QUEST_FINISH_TOP_SOLO","Solo Top <REQUIREMENT>","Top <REQUIREMENT> en solo","Solo: Top <REQUIREMENT>","Termina entre los <REQUIREMENT> mejores puestos en el modo Solitario","Nella top <REQUIREMENT> dei solitari","Top <REQUIREMENT> in solomodus","Tek Modda En İyi <REQUIREMENT>","ソロでトップ<REQUIREMENT>","솔로 상위 <REQUIREMENT>","Топ-<REQUIREMENT> одиночного режима","أعلى <REQUIREMENT> في الوضع الفردي","Top <REQUIREMENT> de Solitário","单人模式前<REQUIREMENT>名","單人模式前<REQUIREMENT>名","<REQUIREMENT> Besar Solo","เล่นเดี่ยวอันดับท็อป <REQUIREMENT>","<REQUIREMENT> parasta yksinpelissä"
"TID_QUEST_FINISH_TOP_SOLO_DESC","Finish top <REQUIREMENT> in Solo mode","Arrivez dans le top <REQUIREMENT> en solo.","Komm unter die besten <REQUIREMENT> im Solomodus.","Termina entre los <REQUIREMENT> mejores puestos en el modo Solitario.","Arriva tra i primi <REQUIREMENT> in una battaglia in singolo.","Eindig in de top <REQUIREMENT> in de solomodus.","Tek modda ilk <REQUIREMENT> içinde bitir.","ソロモードをトップ<REQUIREMENT>でフィニッシュする","솔로 모드 상위 <REQUIREMENT>로 마무리","Войди в топ-<REQUIREMENT> одиночного режима.","احتل ترتيبًا في أول <REQUIREMENT> مراكز في الوضع الفردي","Fique no Top <REQUIREMENT> do modo Solitário","在单人模式对战中获得前<REQUIREMENT>名。","在單人模式對戰中獲得前<REQUIREMENT>名","Capai <REQUIREMENT> besar di mode Solo","ได้อันดับท็อป <REQUIREMENT> ในโหมดเล่นคนเดียว","Sijoitu <REQUIREMENT> parhaan joukkoon yksinpelissä."
"TID_QUEST_FINISH_TOP_2_DUO","Duo Top 2","Top 2 en duo","Duo: Top 2","2 mejores puestos en Dúo","Insieme appassionatamente","Top 2 in duomodus","İkili Modda İlk 2","デュオでトップ2","듀오 상위 2위","Топ-2 парного режима","أفضل مركزين في الوضع الزوجي","Top 2 em Duplas","双人模式前2","雙人模式前2名","2 Besar Duo","เล่นคู่ท็อป 2","2 parasta kaksinpelissä"
"TID_QUEST_FINISH_TOP_2_DUO_DESC","Finish top 2 in Duo mode","Arrivez dans le top 2 en duo.","Komm unter die besten 2 im Duomodus.","Termina entre los 2 mejores puestos en el modo Dúo.","Arriva tra i primi due in una battaglia in coppia.","Eindig in de top 2 in de duomodus.","İkili modda ilk iki sırada bitir.","ソロモードをトップ2でフィニッシュする","듀오 모드 상위 2위로 마무리","Войди в топ-2 парного режима.","احتل ترتيبًا في أفضل مركزين في الوضع الزوجي","Fique no Top 2 no modo de Duplas","在双人模式对战中获得前2名。","在雙人模式對戰中獲得前2名","Capai 2 Besar di mode Duo","ได้อันดับสูงสุด 2 คนแรกโหมดเล่นสองคน","Sijoitus 2 parhaan joukkoon kaksinpelitilassa."
"TID_QUEST_FINISH_TOP_1_DUO","Duo 1st Place","1re place en duo","Duo: 1. Platz","1.º en Dúo","La coppia più bella del mondo","1ste plaats in duomodus","İkili Modda 1. Sıra","デュオで1位","듀오 1위","1-е место в парном режиме","المركز الأول في الوضع الزوجي","1º lugar de Duplas","双人模式第1名","雙人模式第1名","Peringkat 1 Duo","เล่นสองคนอันดับที่ 1","1. sija kaksinpelissä"
"TID_QUEST_FINISH_TOP_1_DUO_DESC","Finish 1st place in Duo mode","Arrivez à la 1re place en duo.","Erreiche den 1. Platz im Duomodus.","Termina en el primer puesto en el modo Solitario.","Raggiungi il primo posto in una battaglia in coppia.","Eindig als 1ste in de duomodus.","İkili modda 1. sırada bitir.","デュオモードを1位でフィニッシュする","듀오 모드 1위로 마무리","Займи 1-е место в парном режиме.","احتل المركز الأول في الوضع الزوجي","Termine em 1º lugar no modo de Duplas","在双人模式对战中获得第1名。","在雙人模式對戰中獲得第1名","Capai peringkat 1 di mode Duo","ได้อันดับที่ 1 ในโหมดเล่นสองคน","Sijoitu 1. sijalle kaksinpelitilassa."
"TID_QUEST_BUILD_SQUAD","Squad of <REQUIREMENT>","Squad de <REQUIREMENT>","Squad mit <REQUIREMENT>","Escuadrón de <REQUIREMENT>","Una squadra di <REQUIREMENT>","Squad van <REQUIREMENT> leden","<REQUIREMENT> kişilik takım","<REQUIREMENT>人スクワッド","<REQUIREMENT>인 스쿼드","Отряд из <REQUIREMENT> персонажей","فرقة <REQUIREMENT>","Esquadrão de <REQUIREMENT>","<REQUIREMENT>人小队","<REQUIREMENT>人突擊隊","Skuad beranggotakan <REQUIREMENT>","ก๊วนขนาด <REQUIREMENT>","Ryhmä, jossa on <REQUIREMENT>"
"TID_QUEST_BUILD_SQUAD_DESC","Build a Squad of size <REQUIREMENT>","Recrutez <REQUIREMENT> persos dans votre squad.","Stelle einen Squad mit <REQUIREMENT> Mitgliedern zusammen.","Forma un escuadrón con <REQUIREMENT> unidades.","Forma una squadra di <REQUIREMENT> membri.","Stel een squad met <REQUIREMENT> leden samen.","<REQUIREMENT> kişilik bir takım oluştur.","<REQUIREMENT>体のキャラクターで構成されたスクワッドを作る","<REQUIREMENT>명의 캐릭터로 스쿼드 구성","Собери отряд из <REQUIREMENT> персонажей.","كوّن فرقة حجمها <REQUIREMENT>","Forme um esquadrão com <REQUIREMENT> membros.","组建一支共有<REQUIREMENT>个角色的小队","組建1支共有<REQUIREMENT>個角色的突擊隊","Bangun Skuad berisi <REQUIREMENT> anggota","สร้างก๊วนที่มีขนาด <REQUIREMENT>","Kokoa <REQUIREMENT> hahmon ryhmä."
"TID_QUEST_BUILD_SQUAD_ALL_ROUNDER","<REQUIREMENT> All-Rounders","Tout-terrain x<REQUIREMENT>","<REQUIREMENT> Allrounder","<REQUIREMENT> todoterrenos","Darsi da fare con <REQUIREMENT> tuttofare","<REQUIREMENT> alleskunners","<REQUIREMENT> Çok Yönlü","オールラウンダー<REQUIREMENT>体","만능형 <REQUIREMENT>명","Универсалы: <REQUIREMENT>","<REQUIREMENT> من المقاتلين الشاملين","<REQUIREMENT> versáteis","<REQUIREMENT>个全面型角色","<REQUIREMENT>名全面型角色","<REQUIREMENT> Serba Bisa","สายรอบด้าน <REQUIREMENT> ตัว","<REQUIREMENT> yleistaituria"
"TID_QUEST_BUILD_SQUAD_ALL_ROUNDER_DESC","Build a Squad with <REQUIREMENT> All-Rounders","Recrutez <REQUIREMENT> persos tout-terrain dans votre squad.","Stelle einen Squad mit <REQUIREMENT> Allroundern zusammen.","Forma un escuadrón con <REQUIREMENT> todoterrenos.","Crea una squadra con <REQUIREMENT> tuttofare.","Stel een squad met <REQUIREMENT> alleskunners samen.","<REQUIREMENT> çok yönlü ile bir takım oluştur.","オールラウンダーが<REQUIREMENT>体含まれるスクワッドを作る","<REQUIREMENT>명의 만능형 캐릭터로 스쿼드 구성","Собери отряд с не менее чем <REQUIREMENT> универсалами.","كوَن فرقة بـ <REQUIREMENT> من المقاتلين الشاملين","Forme um esquadrão com <REQUIREMENT> versáteis.","组建一支包含<REQUIREMENT>个全面型角色的小队","組建一支包含<REQUIREMENT>名全面型角色的突擊隊","Bangun Skuad dengan <REQUIREMENT> Serba Bisa","สร้างก๊วนด้วยสายรอบด้าน <REQUIREMENT> ตัว","Valitse ryhmääsi <REQUIREMENT> yleistaituria."
"TID_QUEST_BUILD_SQUAD_ATTACKER","<REQUIREMENT> Attackers","Attaquants x<REQUIREMENT>","<REQUIREMENT> Offensivkämpfer","<REQUIREMENT> atacantes","Attacco forza <REQUIREMENT>","<REQUIREMENT> aanvallers","<REQUIREMENT> Hücum","アタッカー<REQUIREMENT>体","공격형 <REQUIREMENT>명","Нападающие: <REQUIREMENT>","<REQUIREMENT> من المهاجمين","<REQUIREMENT> atacantes","<REQUIREMENT>个输出型角色","<REQUIREMENT>名輸出型角色","<REQUIREMENT> Penyerang","สายโจมตี <REQUIREMENT> ตัว","<REQUIREMENT> hyökkääjää"
"TID_QUEST_BUILD_SQUAD_ATTACKER_DESC","Build a Squad with <REQUIREMENT> Attackers","Recrutez <REQUIREMENT> attaquants dans votre squad.","Stelle einen Squad mit <REQUIREMENT> Offensivkämpfern zusammen.","Forma un escuadrón con <REQUIREMENT> atacantes.","Forma una squadra con <REQUIREMENT> attaccanti.","Stel een squad met <REQUIREMENT> aanvallers samen.","<REQUIREMENT> hücum ile bir takım oluştur.","アタッカーが<REQUIREMENT>体含まれるスクワッドを作る","<REQUIREMENT>명의 공격형 캐릭터로 스쿼드 구성","Собери отряд с не менее чем <REQUIREMENT> нападающими.","كوّن فرقة بـ <REQUIREMENT> من المهاجمين","Forme um esquadrão com <REQUIREMENT> atacantes.","组建一支包含<REQUIREMENT>个输出型角色的小队","組建1支包含<REQUIREMENT>名輸出型角色的突擊隊","Bangun Skuad dengan <REQUIREMENT> Penyerang","สร้างก๊วนด้วยสายโจมตี <REQUIREMENT> ตัว","Valitse ryhmääsi <REQUIREMENT> hyökkääjää."
"TID_QUEST_BUILD_SQUAD_DEFENDER","<REQUIREMENT> Defenders","Défenseurs x<REQUIREMENT>","<REQUIREMENT> Defensivkämpfer","<REQUIREMENT> defensores","I <REQUIREMENT> baluardi","<REQUIREMENT> verdedigers","<REQUIREMENT> Savunma","ディフェンダー<REQUIREMENT>体","방어형 <REQUIREMENT>명","Защитники: <REQUIREMENT>","<REQUIREMENT> من المدافعين","<REQUIREMENT> defensores","<REQUIREMENT>个防御型角色","<REQUIREMENT>名防禦型角色","<REQUIREMENT> Pelindung","สายป้องกัน <REQUIREMENT> ตัว","<REQUIREMENT> puolustajaa"
"TID_QUEST_BUILD_SQUAD_DEFENDER_DESC","Build a Squad with <REQUIREMENT> Defenders","Recrutez <REQUIREMENT> défenseurs dans votre squad.","Stelle einen Squad mit <REQUIREMENT> Defensivkämpfern zusammen.","Forma un escuadrón con <REQUIREMENT> defensores.","Forma una squadra con <REQUIREMENT> difensori.","Stel een squad met <REQUIREMENT> verdedigers samen.","<REQUIREMENT> savunma ile bir takım oluştur.","ディフェンダーが<REQUIREMENT>体含まれるスクワッドを作る","<REQUIREMENT>명의 방어형 캐릭터로 스쿼드 구성","Собери отряд с не менее чем <REQUIREMENT> защитниками.","كوّن فرقة بـ <REQUIREMENT> من المدافعين","Forme um esquadrão com <REQUIREMENT> defensores.","组建一支包含<REQUIREMENT>个防御型角色的小队","組建1支包含<REQUIREMENT>名防禦型角色的突擊隊","Bangun Skuad dengan <REQUIREMENT> Pelindung","สร้างก๊วนด้วยสายป้องกัน <REQUIREMENT> ตัว","Valitse ryhmääsi <REQUIREMENT> puolustajaa."
"TID_QUEST_BUILD_SQUAD_SPEEDSTER","<REQUIREMENT> Speedsters","Sprinteurs x<REQUIREMENT>","<REQUIREMENT> Sprinter","<REQUIREMENT> raudos","Corsa a <REQUIREMENT>","<REQUIREMENT> snelheidsduivels","<REQUIREMENT> Deparcı","スピードスター<REQUIREMENT>体","기동형 <REQUIREMENT>명","Спринтеры: <REQUIREMENT>","<REQUIREMENT> من فائقي السرعة","<REQUIREMENT> ágeis","<REQUIREMENT>个敏捷型角色","<REQUIREMENT>名敏捷型角色","<REQUIREMENT> Sprinter","สายว่องไว <REQUIREMENT> ตัว","<REQUIREMENT> kiituria"
"TID_QUEST_BUILD_SQUAD_SPEEDSTER_DESC","Build a Squad with <REQUIREMENT> Speedsters","Recrutez <REQUIREMENT> sprinteurs dans votre squad.","Stelle einen Squad mit <REQUIREMENT> Sprintern zusammen.","Forma un escuadrón con <REQUIREMENT> raudos.","Forma una squadra con <REQUIREMENT> sprinter.","Stel een squad met <REQUIREMENT> snelheidsduivels samen.","<REQUIREMENT> deparcı ile bir takım oluştur.","スピードスターが<REQUIREMENT>体含まれるスクワッドを作る","<REQUIREMENT>명의 기동형 캐릭터로 스쿼드 구성","Собери отряд с не менее чем <REQUIREMENT> спринтерами.","كوّن فرقة بـ <REQUIREMENT> من فائقي السرعة","Forme um esquadrão com <REQUIREMENT> ágeis.","组建一支包含<REQUIREMENT>个敏捷型角色的小队","組建1支包含<REQUIREMENT>名敏捷型角色的突擊隊","Bangun Skuad dengan <REQUIREMENT> Sprinter","สร้างก๊วนด้วยสายว่องไว <REQUIREMENT> ตัว","Valitse ryhmääsi <REQUIREMENT> kiituria."
"TID_QUEST_BUILD_SQUAD_HEALER","<REQUIREMENT> Healers","Soigneurs x<REQUIREMENT>","<REQUIREMENT> Heiler","<REQUIREMENT> sanadores","Sano come <REQUIREMENT> pesci","<REQUIREMENT> genezers","<REQUIREMENT> İyileştirici","ヒーラー<REQUIREMENT>体","치유형 <REQUIREMENT>명","Целители: <REQUIREMENT>","<REQUIREMENT> من المعالجين","<REQUIREMENT> curadores","<REQUIREMENT>个治疗型角色","<REQUIREMENT>名治療型角色","<REQUIREMENT> Penyembuh","สายเยียวยา <REQUIREMENT> ตัว","<REQUIREMENT> parantajaa"
"TID_QUEST_BUILD_SQUAD_HEALER_DESC","Build a Squad with <REQUIREMENT> Healers","Recrutez <REQUIREMENT> soigneurs dans votre squad.","Stelle einen Squad mit <REQUIREMENT> Heilern zusammen.","Forma un escuadrón con <REQUIREMENT> sanadores.","Forma una squadra con <REQUIREMENT> guaritori.","Stel een squad met <REQUIREMENT> genezers samen.","<REQUIREMENT> iyileştirici ile bir takım oluştur.","ヒーラーが<REQUIREMENT>体含まれるスクワッドを作る","<REQUIREMENT>명의 치유형 캐릭터로 스쿼드 구성","Собери отряд с не менее чем <REQUIREMENT> целителями.","كوّن فرقة بـ <REQUIREMENT> من المعالجين","Forme um esquadrão com <REQUIREMENT> curadores.","组建一支包含<REQUIREMENT>个治疗型角色的小队","組建1支包含<REQUIREMENT>名治療型角色的突擊隊","Bangun Skuad dengan <REQUIREMENT> Penyembuh","สร้างก๊วนด้วยสายเยียวยา <REQUIREMENT> ตัว","Valitse ryhmääsi <REQUIREMENT> parantajaa."
